Year_Month,Year,Primary.Type,Location.Description,total_crimes,days_with_crime,avg_daily_crimes
2012-05,2012,DECEPTIVE PRACTICE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2012-05,2012,DECEPTIVE PRACTICE,RESIDENCE PORCH/HALLWAY,1,1,1
2012-05,2012,DECEPTIVE PRACTICE,SIDEWALK,1,1,1
2012-05,2012,DECEPTIVE PRACTICE,SMALL RETAIL STORE,1,1,1
2012-05,2012,DECEPTIVE PRACTICE,TAXICAB,1,1,1
2012-05,2012,GAMBLING,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2012-05,2012,GAMBLING,VACANT LOT/LAND,1,1,1
2012-05,2012,HOMICIDE,BARBER SHOP/BEAUTY SALON,1,1,1
2012-05,2012,HOMICIDE,STREET,1,1,1
2012-05,2012,INTERFERENCE WITH PUBLIC OFFICER,POLICE FACILITY/VEH PARKING LOT,1,1,1
2012-05,2012,KIDNAPPING,APARTMENT,1,1,1
2012-05,2012,KIDNAPPING,RESIDENCE,1,1,1
2012-05,2012,LIQUOR LAW VIOLATION,BARBERSHOP,1,1,1
2012-05,2012,LIQUOR LAW VIOLATION,CONVENIENCE STORE,1,1,1
2012-05,2012,MOTOR VEHICLE THEFT,DRIVEWAY - RESIDENTIAL,1,1,1
2012-05,2012,NARCOTICS,CTA BUS STOP,1,1,1
2012-05,2012,NARCOTICS,CTA TRAIN,1,1,1
2012-05,2012,NARCOTICS,DEPARTMENT STORE,1,1,1
2012-05,2012,NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1,1,1
2012-05,2012,NARCOTICS,HIGHWAY/EXPRESSWAY,1,1,1
2012-05,2012,NARCOTICS,PARK PROPERTY,1,1,1
2012-05,2012,NARCOTICS,SMALL RETAIL STORE,1,1,1
2012-05,2012,NARCOTICS,VEHICLE-COMMERCIAL,1,1,1
2012-05,2012,OBSCENITY,RESIDENCE PORCH/HALLWAY,1,1,1
2012-05,2012,OFFENSE INVOLVING CHILDREN,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2012-05,2012,OFFENSE INVOLVING CHILDREN,"SCHOOL, PUBLIC, BUILDING",1,1,1
2012-05,2012,OTHER OFFENSE,ABANDONED BUILDING,1,1,1
2012-05,2012,OTHER OFFENSE,BARBERSHOP,1,1,1
2012-05,2012,OTHER OFFENSE,CAR WASH,1,1,1
2012-05,2012,OTHER OFFENSE,GROCERY FOOD STORE,1,1,1
2012-05,2012,OTHER OFFENSE,HOTEL/MOTEL,1,1,1
2012-05,2012,OTHER OFFENSE,PARK PROPERTY,1,1,1
2012-05,2012,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2012-05,2012,OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,1,1,1
2012-05,2012,OTHER OFFENSE,RESTAURANT,1,1,1
2012-05,2012,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,1,1,1
2012-05,2012,PUBLIC PEACE VIOLATION,ALLEY,1,1,1
2012-05,2012,PUBLIC PEACE VIOLATION,APARTMENT,1,1,1
2012-05,2012,PUBLIC PEACE VIOLATION,RESIDENCE,1,1,1
2012-05,2012,PUBLIC PEACE VIOLATION,RESIDENCE PORCH/HALLWAY,1,1,1
2012-05,2012,ROBBERY,APARTMENT,1,1,1
2012-05,2012,ROBBERY,CAR WASH,1,1,1
2012-05,2012,ROBBERY,CONVENIENCE STORE,1,1,1
2012-05,2012,ROBBERY,CTA BUS STOP,1,1,1
2012-05,2012,ROBBERY,OTHER,1,1,1
2012-05,2012,ROBBERY,PARK PROPERTY,1,1,1
2012-05,2012,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2012-05,2012,ROBBERY,RESIDENCE,1,1,1
2012-05,2012,SEX OFFENSE,ALLEY,1,1,1
2012-05,2012,SEX OFFENSE,APARTMENT,1,1,1
2012-05,2012,STALKING,APARTMENT,1,1,1
2012-05,2012,THEFT,ABANDONED BUILDING,1,1,1
2012-05,2012,THEFT,BAR OR TAVERN,1,1,1
2012-05,2012,THEFT,BARBERSHOP,1,1,1
2012-05,2012,THEFT,CONSTRUCTION SITE,1,1,1
2012-05,2012,THEFT,CONVENIENCE STORE,1,1,1
2012-05,2012,THEFT,CTA GARAGE / OTHER PROPERTY,1,1,1
2012-05,2012,THEFT,CTA PLATFORM,1,1,1
2012-05,2012,THEFT,DAY CARE CENTER,1,1,1
2012-05,2012,THEFT,FACTORY/MANUFACTURING BUILDING,1,1,1
2012-05,2012,THEFT,NURSING HOME/RETIREMENT HOME,1,1,1
2012-05,2012,THEFT,PAWN SHOP,1,1,1
2012-05,2012,THEFT,RESTAURANT,1,1,1
2012-05,2012,THEFT,"SCHOOL, PRIVATE, BUILDING",1,1,1
2012-05,2012,THEFT,"SCHOOL, PRIVATE, GROUNDS",1,1,1
2012-05,2012,THEFT,VEHICLE-COMMERCIAL,1,1,1
2012-05,2012,THEFT,WAREHOUSE,1,1,1
2012-05,2012,WEAPONS VIOLATION,ALLEY,1,1,1
2012-05,2012,WEAPONS VIOLATION,BAR OR TAVERN,1,1,1
2012-05,2012,WEAPONS VIOLATION,GROCERY FOOD STORE,1,1,1
2012-05,2012,WEAPONS VIOLATION,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2012-05,2012,WEAPONS VIOLATION,RESIDENCE,1,1,1
2012-06,2012,NARCOTICS,SIDEWALK,188,30,6.27
2012-06,2012,BATTERY,SIDEWALK,100,30,3.33
2012-06,2012,BATTERY,APARTMENT,99,29,3.41
2012-06,2012,BATTERY,STREET,75,27,2.78
2012-06,2012,NARCOTICS,STREET,69,29,2.38
2012-06,2012,CRIMINAL DAMAGE,STREET,64,27,2.37
2012-06,2012,MOTOR VEHICLE THEFT,STREET,55,26,2.12
2012-06,2012,THEFT,STREET,55,24,2.29
2012-06,2012,ROBBERY,SIDEWALK,44,20,2.2
2012-06,2012,BATTERY,RESIDENCE,42,22,1.91
2012-06,2012,PROSTITUTION,STREET,42,12,3.5
2012-06,2012,BURGLARY,APARTMENT,37,19,1.95
2012-06,2012,THEFT,RESIDENCE,37,20,1.85
2012-06,2012,NARCOTICS,ALLEY,36,23,1.57
2012-06,2012,OTHER OFFENSE,RESIDENCE,34,17,2
2012-06,2012,CRIMINAL DAMAGE,APARTMENT,30,17,1.76
2012-06,2012,NARCOTICS,VEHICLE NON-COMMERCIAL,30,16,1.88
2012-06,2012,BURGLARY,RESIDENCE,26,20,1.3
2012-06,2012,THEFT,APARTMENT,25,16,1.56
2012-06,2012,CRIMINAL DAMAGE,RESIDENCE,24,17,1.41
2012-06,2012,DECEPTIVE PRACTICE,CTA PLATFORM,24,14,1.71
2012-06,2012,ASSAULT,SIDEWALK,22,17,1.29
2012-06,2012,NARCOTICS,POLICE FACILITY/VEH PARKING LOT,20,14,1.43
2012-06,2012,BATTERY,ALLEY,18,13,1.38
2012-06,2012,ASSAULT,APARTMENT,17,11,1.55
2012-06,2012,ASSAULT,RESIDENCE,17,16,1.06
2012-06,2012,ASSAULT,STREET,16,13,1.23
2012-06,2012,BATTERY,RESIDENCE PORCH/HALLWAY,16,13,1.23
2012-06,2012,OTHER OFFENSE,APARTMENT,16,15,1.07
2012-06,2012,THEFT,SIDEWALK,16,12,1.33
2012-06,2012,ROBBERY,STREET,15,12,1.25
2012-06,2012,THEFT,OTHER,15,12,1.25
2012-06,2012,THEFT,PARKING LOT/GARAGE(NON.RESID.),15,8,1.88
2012-06,2012,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),14,13,1.08
2012-06,2012,NARCOTICS,VACANT LOT/LAND,14,10,1.4
2012-06,2012,OTHER OFFENSE,STREET,14,13,1.08
2012-06,2012,THEFT,RESIDENTIAL YARD (FRONT/BACK),14,9,1.56
2012-06,2012,NARCOTICS,RESIDENCE,13,12,1.08
2012-06,2012,BATTERY,RESIDENTIAL YARD (FRONT/BACK),12,10,1.2
2012-06,2012,GAMBLING,SIDEWALK,12,10,1.2
2012-06,2012,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),10,7,1.43
2012-06,2012,NARCOTICS,ABANDONED BUILDING,10,9,1.11
2012-06,2012,NARCOTICS,APARTMENT,10,8,1.25
2012-06,2012,THEFT,GROCERY FOOD STORE,10,10,1
2012-06,2012,THEFT,SMALL RETAIL STORE,10,9,1.11
2012-06,2012,BATTERY,"SCHOOL, PUBLIC, BUILDING",9,5,1.8
2012-06,2012,THEFT,"SCHOOL, PUBLIC, BUILDING",9,7,1.29
2012-06,2012,BURGLARY,RESIDENCE-GARAGE,8,8,1
2012-06,2012,DECEPTIVE PRACTICE,RESIDENCE,8,7,1.14
2012-06,2012,THEFT,VEHICLE NON-COMMERCIAL,8,7,1.14
2012-06,2012,BATTERY,GAS STATION,7,7,1
2012-06,2012,CRIMINAL DAMAGE,ALLEY,7,6,1.17
2012-06,2012,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),7,7,1
2012-06,2012,ASSAULT,OTHER,6,6,1
2012-06,2012,ASSAULT,RESIDENCE PORCH/HALLWAY,6,6,1
2012-06,2012,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),6,5,1.2
2012-06,2012,BATTERY,PARK PROPERTY,6,6,1
2012-06,2012,BATTERY,VEHICLE NON-COMMERCIAL,6,6,1
2012-06,2012,CRIMINAL DAMAGE,RESIDENCE-GARAGE,6,5,1.2
2012-06,2012,NARCOTICS,OTHER,6,6,1
2012-06,2012,ROBBERY,ALLEY,6,6,1
2012-06,2012,ASSAULT,ALLEY,5,4,1.25
2012-06,2012,INTERFERENCE WITH PUBLIC OFFICER,SIDEWALK,5,5,1
2012-06,2012,INTERFERENCE WITH PUBLIC OFFICER,STREET,5,5,1
2012-06,2012,NARCOTICS,CTA PLATFORM,5,5,1
2012-06,2012,NARCOTICS,RESIDENCE PORCH/HALLWAY,5,4,1.25
2012-06,2012,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),5,5,1
2012-06,2012,WEAPONS VIOLATION,SIDEWALK,5,5,1
2012-06,2012,BATTERY,PARKING LOT/GARAGE(NON.RESID.),4,4,1
2012-06,2012,BURGLARY,"SCHOOL, PUBLIC, BUILDING",4,4,1
2012-06,2012,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),4,3,1.33
2012-06,2012,CRIMINAL TRESPASS,APARTMENT,4,3,1.33
2012-06,2012,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),4,3,1.33
2012-06,2012,CRIMINAL TRESPASS,RESIDENCE,4,4,1
2012-06,2012,DECEPTIVE PRACTICE,OTHER,4,4,1
2012-06,2012,MOTOR VEHICLE THEFT,OTHER,4,4,1
2012-06,2012,NARCOTICS,PARK PROPERTY,4,4,1
2012-06,2012,OFFENSE INVOLVING CHILDREN,RESIDENCE,4,3,1.33
2012-06,2012,ROBBERY,GAS STATION,4,4,1
2012-06,2012,ROBBERY,SMALL RETAIL STORE,4,4,1
2012-06,2012,THEFT,ALLEY,4,4,1
2012-06,2012,THEFT,GAS STATION,4,4,1
2012-06,2012,THEFT,PARK PROPERTY,4,4,1
2012-06,2012,THEFT,VACANT LOT/LAND,4,3,1.33
2012-06,2012,WEAPONS VIOLATION,RESIDENCE,4,3,1.33
2012-06,2012,WEAPONS VIOLATION,STREET,4,3,1.33
2012-06,2012,ASSAULT,SMALL RETAIL STORE,3,3,1
2012-06,2012,BATTERY,CTA BUS,3,3,1
2012-06,2012,BATTERY,OTHER,3,2,1.5
2012-06,2012,BURGLARY,ABANDONED BUILDING,3,3,1
2012-06,2012,BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,3,3,1
2012-06,2012,BURGLARY,CTA GARAGE / OTHER PROPERTY,3,3,1
2012-06,2012,BURGLARY,RESTAURANT,3,2,1.5
2012-06,2012,BURGLARY,SMALL RETAIL STORE,3,3,1
2012-06,2012,BURGLARY,VACANT LOT/LAND,3,3,1
2012-06,2012,CRIMINAL DAMAGE,SIDEWALK,3,3,1
2012-06,2012,DECEPTIVE PRACTICE,BANK,3,3,1
2012-06,2012,DECEPTIVE PRACTICE,STREET,3,3,1
2012-06,2012,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),3,2,1.5
2012-06,2012,MOTOR VEHICLE THEFT,VACANT LOT/LAND,3,3,1
2012-06,2012,NARCOTICS,GAS STATION,3,3,1
2012-06,2012,OTHER OFFENSE,SIDEWALK,3,3,1
2012-06,2012,PUBLIC PEACE VIOLATION,SIDEWALK,3,3,1
2012-06,2012,ROBBERY,CTA TRAIN,3,2,1.5
2012-06,2012,ROBBERY,PARK PROPERTY,3,3,1
2012-06,2012,SEX OFFENSE,APARTMENT,3,3,1
2012-06,2012,SEX OFFENSE,RESIDENCE,3,3,1
2012-06,2012,THEFT,CONSTRUCTION SITE,3,3,1
2012-06,2012,THEFT,CTA BUS,3,3,1
2012-06,2012,THEFT,CTA BUS STOP,3,3,1
2012-06,2012,THEFT,CTA TRAIN,3,2,1.5
2012-06,2012,ASSAULT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,2,1
2012-06,2012,ASSAULT,PARK PROPERTY,2,2,1
2012-06,2012,ASSAULT,RESTAURANT,2,2,1
2012-06,2012,ASSAULT,"SCHOOL, PUBLIC, BUILDING",2,2,1
2012-06,2012,ASSAULT,VACANT LOT/LAND,2,2,1
2012-06,2012,BATTERY,ABANDONED BUILDING,2,2,1
2012-06,2012,BATTERY,POLICE FACILITY/VEH PARKING LOT,2,2,1
2012-06,2012,CRIM SEXUAL ASSAULT,APARTMENT,2,2,1
2012-06,2012,CRIMINAL DAMAGE,OTHER,2,2,1
2012-06,2012,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, GROUNDS",2,1,2
2012-06,2012,CRIMINAL DAMAGE,SMALL RETAIL STORE,2,2,1
2012-06,2012,CRIMINAL TRESPASS,ABANDONED BUILDING,2,2,1
2012-06,2012,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,2,2,1
2012-06,2012,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2012-06,2012,CRIMINAL TRESPASS,RESTAURANT,2,2,1
2012-06,2012,CRIMINAL TRESPASS,"SCHOOL, PUBLIC, BUILDING",2,2,1
2012-06,2012,DECEPTIVE PRACTICE,CTA TRAIN,2,2,1
2012-06,2012,HOMICIDE,STREET,2,2,1
2012-06,2012,INTERFERENCE WITH PUBLIC OFFICER,ALLEY,2,1,2
2012-06,2012,INTIMIDATION,RESIDENCE,2,2,1
2012-06,2012,NARCOTICS,CTA GARAGE / OTHER PROPERTY,2,2,1
2012-06,2012,OTHER OFFENSE,OTHER,2,1,2
2012-06,2012,OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,2,2,1
2012-06,2012,OTHER OFFENSE,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2012-06,2012,OTHER OFFENSE,SMALL RETAIL STORE,2,2,1
2012-06,2012,ROBBERY,CONVENIENCE STORE,2,2,1
2012-06,2012,ROBBERY,CTA BUS STOP,2,2,1
2012-06,2012,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2012-06,2012,THEFT,ABANDONED BUILDING,2,2,1
2012-06,2012,THEFT,CTA GARAGE / OTHER PROPERTY,2,2,1
2012-06,2012,THEFT,CTA PLATFORM,2,2,1
2012-06,2012,THEFT,DEPARTMENT STORE,2,2,1
2012-06,2012,THEFT,FACTORY/MANUFACTURING BUILDING,2,2,1
2012-06,2012,THEFT,OTHER RAILROAD PROP / TRAIN DEPOT,2,2,1
2012-06,2012,THEFT,RESIDENCE PORCH/HALLWAY,2,2,1
2012-06,2012,THEFT,RESIDENCE-GARAGE,2,2,1
2012-06,2012,THEFT,VEHICLE-COMMERCIAL,2,2,1
2012-06,2012,WEAPONS VIOLATION,ALLEY,2,2,1
2012-06,2012,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2012-06,2012,ARSON,APARTMENT,1,1,1
2012-06,2012,ARSON,FACTORY/MANUFACTURING BUILDING,1,1,1
2012-06,2012,ARSON,STREET,1,1,1
2012-06,2012,ARSON,VEHICLE NON-COMMERCIAL,1,1,1
2012-06,2012,ARSON,VEHICLE-COMMERCIAL,1,1,1
2012-06,2012,ASSAULT,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2012-06,2012,ASSAULT,CHA PARKING LOT/GROUNDS,1,1,1
2012-06,2012,ASSAULT,CTA BUS,1,1,1
2012-06,2012,ASSAULT,CTA PLATFORM,1,1,1
2012-06,2012,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2012-06,2012,ASSAULT,POLICE FACILITY/VEH PARKING LOT,1,1,1
2012-06,2012,ASSAULT,"SCHOOL, PRIVATE, BUILDING",1,1,1
2012-06,2012,ASSAULT,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2012-06,2012,BATTERY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2012-06,2012,BATTERY,CONVENIENCE STORE,1,1,1
2012-06,2012,BATTERY,CTA GARAGE / OTHER PROPERTY,1,1,1
2012-06,2012,BATTERY,FACTORY/MANUFACTURING BUILDING,1,1,1
2012-06,2012,BATTERY,RESTAURANT,1,1,1
2012-06,2012,BATTERY,"SCHOOL, PRIVATE, BUILDING",1,1,1
2012-06,2012,BATTERY,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2012-06,2012,BATTERY,VACANT LOT/LAND,1,1,1
2012-06,2012,BURGLARY,BARBERSHOP,1,1,1
2012-06,2012,BURGLARY,CURRENCY EXCHANGE,1,1,1
2012-06,2012,BURGLARY,FACTORY/MANUFACTURING BUILDING,1,1,1
2012-06,2012,BURGLARY,GOVERNMENT BUILDING/PROPERTY,1,1,1
2012-06,2012,BURGLARY,HOSPITAL BUILDING/GROUNDS,1,1,1
2012-06,2012,BURGLARY,OTHER RAILROAD PROP / TRAIN DEPOT,1,1,1
2012-06,2012,BURGLARY,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2012-06,2012,BURGLARY,WAREHOUSE,1,1,1
2012-06,2012,CRIM SEXUAL ASSAULT,RESIDENCE,1,1,1
2012-06,2012,CRIM SEXUAL ASSAULT,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2012-06,2012,CRIM SEXUAL ASSAULT,STREET,1,1,1
2012-06,2012,CRIMINAL DAMAGE,BANK,1,1,1
2012-06,2012,CRIMINAL DAMAGE,BARBERSHOP,1,1,1
2012-06,2012,CRIMINAL DAMAGE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2012-06,2012,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,1,1,1
2012-06,2012,CRIMINAL DAMAGE,CTA GARAGE / OTHER PROPERTY,1,1,1
2012-06,2012,CRIMINAL DAMAGE,CTA TRAIN,1,1,1
2012-06,2012,CRIMINAL DAMAGE,GAS STATION,1,1,1
2012-06,2012,CRIMINAL DAMAGE,PARK PROPERTY,1,1,1
2012-06,2012,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,1,1,1
2012-06,2012,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",1,1,1
2012-06,2012,CRIMINAL DAMAGE,WAREHOUSE,1,1,1
2012-06,2012,CRIMINAL TRESPASS,CHA APARTMENT,1,1,1
2012-06,2012,CRIMINAL TRESPASS,CTA BUS,1,1,1
2012-06,2012,CRIMINAL TRESPASS,CTA PLATFORM,1,1,1
2012-06,2012,CRIMINAL TRESPASS,DRIVEWAY - RESIDENTIAL,1,1,1
2012-06,2012,CRIMINAL TRESPASS,FACTORY/MANUFACTURING BUILDING,1,1,1
2012-06,2012,CRIMINAL TRESPASS,GAS STATION,1,1,1
2012-06,2012,CRIMINAL TRESPASS,GROCERY FOOD STORE,1,1,1
2012-06,2012,CRIMINAL TRESPASS,OTHER RAILROAD PROP / TRAIN DEPOT,1,1,1
2012-06,2012,CRIMINAL TRESPASS,SIDEWALK,1,1,1
2012-06,2012,CRIMINAL TRESPASS,STREET,1,1,1
2012-06,2012,DECEPTIVE PRACTICE,ALLEY,1,1,1
2012-06,2012,DECEPTIVE PRACTICE,APARTMENT,1,1,1
2012-06,2012,DECEPTIVE PRACTICE,CURRENCY EXCHANGE,1,1,1
2012-06,2012,DECEPTIVE PRACTICE,HOSPITAL BUILDING/GROUNDS,1,1,1
2012-06,2012,DECEPTIVE PRACTICE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2012-06,2012,DECEPTIVE PRACTICE,RESTAURANT,1,1,1
2012-06,2012,GAMBLING,STREET,1,1,1
2012-06,2012,INTERFERENCE WITH PUBLIC OFFICER,APARTMENT,1,1,1
2012-06,2012,INTERFERENCE WITH PUBLIC OFFICER,GAS STATION,1,1,1
2012-06,2012,LIQUOR LAW VIOLATION,APARTMENT,1,1,1
2012-06,2012,LIQUOR LAW VIOLATION,GROCERY FOOD STORE,1,1,1
2012-06,2012,LIQUOR LAW VIOLATION,STREET,1,1,1
2012-06,2012,MOTOR VEHICLE THEFT,ALLEY,1,1,1
2012-06,2012,MOTOR VEHICLE THEFT,COMMERCIAL / BUSINESS OFFICE,1,1,1
2012-06,2012,MOTOR VEHICLE THEFT,GAS STATION,1,1,1
2012-06,2012,MOTOR VEHICLE THEFT,RESIDENCE-GARAGE,1,1,1
2012-06,2012,MOTOR VEHICLE THEFT,SIDEWALK,1,1,1
2012-06,2012,MOTOR VEHICLE THEFT,SPORTS ARENA/STADIUM,1,1,1
2012-06,2012,NARCOTICS,COMMERCIAL / BUSINESS OFFICE,1,1,1
2012-06,2012,NARCOTICS,CTA TRAIN,1,1,1
2012-06,2012,NARCOTICS,RESTAURANT,1,1,1
2012-06,2012,OFFENSE INVOLVING CHILDREN,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2012-06,2012,OFFENSE INVOLVING CHILDREN,SIDEWALK,1,1,1
2012-06,2012,OTHER OFFENSE,ABANDONED BUILDING,1,1,1
2012-06,2012,OTHER OFFENSE,ALLEY,1,1,1
2012-06,2012,OTHER OFFENSE,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2012-06,2012,OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,1,1,1
2012-06,2012,OTHER OFFENSE,GAS STATION,1,1,1
2012-06,2012,OTHER OFFENSE,GROCERY FOOD STORE,1,1,1
2012-06,2012,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2012-06,2012,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2012-06,2012,OTHER OFFENSE,TAVERN/LIQUOR STORE,1,1,1
2012-06,2012,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,1,1,1
2012-06,2012,PROSTITUTION,ALLEY,1,1,1
2012-06,2012,PROSTITUTION,OTHER,1,1,1
2012-06,2012,PROSTITUTION,SIDEWALK,1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,ALLEY,1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,APARTMENT,1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,CTA BUS,1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,CTA TRAIN,1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,GAS STATION,1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,OTHER,1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,RESIDENCE,1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, BUILDING",1,1,1
2012-06,2012,PUBLIC PEACE VIOLATION,STREET,1,1,1
2012-06,2012,ROBBERY,APARTMENT,1,1,1
2012-06,2012,ROBBERY,CAR WASH,1,1,1
2012-06,2012,ROBBERY,CTA PLATFORM,1,1,1
2012-06,2012,ROBBERY,OTHER COMMERCIAL TRANSPORTATION,1,1,1
2012-06,2012,ROBBERY,RESIDENCE-GARAGE,1,1,1
2012-06,2012,ROBBERY,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2012-06,2012,ROBBERY,RESTAURANT,1,1,1
2012-06,2012,ROBBERY,VACANT LOT/LAND,1,1,1
2012-06,2012,ROBBERY,VEHICLE NON-COMMERCIAL,1,1,1
2012-06,2012,SEX OFFENSE,ALLEY,1,1,1
2012-06,2012,STALKING,STREET,1,1,1
2012-06,2012,THEFT,ANIMAL HOSPITAL,1,1,1
2012-06,2012,THEFT,BANK,1,1,1
2012-06,2012,THEFT,BAR OR TAVERN,1,1,1
2012-06,2012,THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2012-06,2012,THEFT,COMMERCIAL / BUSINESS OFFICE,1,1,1
2012-06,2012,THEFT,CONVENIENCE STORE,1,1,1
2012-06,2012,THEFT,HOSPITAL BUILDING/GROUNDS,1,1,1
2012-06,2012,THEFT,PAWN SHOP,1,1,1
2012-06,2012,THEFT,RESTAURANT,1,1,1
2012-06,2012,THEFT,SPORTS ARENA/STADIUM,1,1,1
2012-06,2012,THEFT,WAREHOUSE,1,1,1
2012-06,2012,WEAPONS VIOLATION,ABANDONED BUILDING,1,1,1
2012-06,2012,WEAPONS VIOLATION,APARTMENT,1,1,1
2012-06,2012,WEAPONS VIOLATION,RESIDENCE PORCH/HALLWAY,1,1,1
2012-06,2012,WEAPONS VIOLATION,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2012-07,2012,NARCOTICS,SIDEWALK,203,31,6.55
2012-07,2012,BATTERY,SIDEWALK,115,31,3.71
2012-07,2012,BATTERY,APARTMENT,106,30,3.53
2012-07,2012,NARCOTICS,STREET,105,30,3.5
2012-07,2012,BATTERY,STREET,74,30,2.47
2012-07,2012,THEFT,STREET,61,26,2.35
2012-07,2012,MOTOR VEHICLE THEFT,STREET,59,25,2.36
2012-07,2012,CRIMINAL DAMAGE,STREET,56,23,2.43
2012-07,2012,BURGLARY,APARTMENT,48,25,1.92
2012-07,2012,DECEPTIVE PRACTICE,CTA PLATFORM,46,26,1.77
2012-07,2012,NARCOTICS,ALLEY,46,22,2.09
2012-07,2012,OTHER OFFENSE,RESIDENCE,42,20,2.1
2012-07,2012,THEFT,RESIDENCE,42,24,1.75
2012-07,2012,BATTERY,RESIDENCE,40,25,1.6
2012-07,2012,ROBBERY,SIDEWALK,37,20,1.85
2012-07,2012,CRIMINAL DAMAGE,RESIDENCE,33,21,1.57
2012-07,2012,CRIMINAL DAMAGE,APARTMENT,32,20,1.6
2012-07,2012,PROSTITUTION,STREET,32,17,1.88
2012-07,2012,ROBBERY,STREET,32,14,2.29
2012-07,2012,NARCOTICS,VEHICLE NON-COMMERCIAL,31,17,1.82
2012-07,2012,THEFT,APARTMENT,28,20,1.4
2012-07,2012,OTHER OFFENSE,STREET,24,18,1.33
2012-07,2012,ASSAULT,APARTMENT,22,16,1.38
2012-07,2012,BATTERY,RESIDENCE PORCH/HALLWAY,22,15,1.47
2012-07,2012,ASSAULT,SIDEWALK,21,16,1.31
2012-07,2012,ASSAULT,STREET,21,15,1.4
2012-07,2012,THEFT,SIDEWALK,20,17,1.18
2012-07,2012,NARCOTICS,POLICE FACILITY/VEH PARKING LOT,17,14,1.21
2012-07,2012,BATTERY,ALLEY,16,12,1.33
2012-07,2012,NARCOTICS,VACANT LOT/LAND,16,13,1.23
2012-07,2012,BURGLARY,RESIDENCE,15,12,1.25
2012-07,2012,ASSAULT,RESIDENCE,14,11,1.27
2012-07,2012,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),14,9,1.56
2012-07,2012,THEFT,OTHER,13,11,1.18
2012-07,2012,GAMBLING,SIDEWALK,12,10,1.2
